Course Name,Course Summary,Abstract,Description,ECTS,Semester,Language,Exam,Teacher,Programme,Single Subject,Guest Students
Advanced Robotics,This course introduces students to the broad field of robotics predominately from an artificial intelligence perspective.,This course introduces students to the broad field of robotics predominately from an artificial intelligence perspective.,"This course is the last course in the robot specialization. The course provides an introduction to robotics and starts by answering general questions such as what a robot is, their origins, types, and applications. It then introduces the key approaches to robot control and explores the pros and cons of each. The course finally covers the advanced topics of robot learning and bio-inspired robots in addition to current robot research topics at ITU. In addition to the theory, the course also has a significant practical, hands-on dimension that comprises introduction to relevant software tools (simulators and operating systems) and hands-on experiments with simulated and physical robots.",15,Autumn 2023,English,"D: Submission of written work with following oral, External (7-point scale)",Kasper Støy,MSc in Computer Science,No,No
Advanced Robotics,This course introduces students to the broad field of robotics predominately from an artificial intelligence perspective.,This course introduces students to the broad field of robotics predominately from an artificial intelligence perspective.,"This course is the last course in the robot specialization. The course provides an introduction to robotics and starts by answering general questions such as what a robot is, their origins, types, and applications. It then introduces the key approaches to robot control and explores the pros and cons of each. The course finally covers the advanced topics of robot learning and bio-inspired robots in addition to current robot research topics at ITU. In addition to the theory, the course also has a significant practical, hands-on dimension that comprises introduction to relevant software tools (simulators and operating systems) and hands-on experiments with simulated and physical robots.",15,Autumn 2024,English,"D: Submission of written work with following oral, External (7-point scale)",Kasper Støy,MSc in Computer Science,Yes,Yes
Advanced Robotics (Autumn 2019),"Dear students,I have over the last twenty years been an active robotics researcher and have become internationally recognized for my work in mobile robotics, multi-robot systems, robot operating systems, modular and self-reconfigurable robots, and a few other bits and pieces. I have also been part of two very successful startups exploiting the tremendous potential of robotics building robotic arms and liquid handling robots of which one is globally leading today. This course is my first opportunity to give some of the knowledge back that the field of robotics has generated over the last several decades spiced up with my personal experiences and contributions along the way. I truly welcome you to my home field of robotics and I hope it will inspire you as it did me twenty years ago. Otherwise, I hope it will not be a too awful experience.Cheers,Kasper",,,0,Autumn 2019,,,,K-CS:Master of Science in Computer Science,No,No
Advanced Robotics (Autumn 2020),,,,0,Autumn 2020,,,,K-CS:Master of Science in Computer Science,No,No
Advanced Robotics (Autumn 2021),,,,0,Autumn 2021,,,,K-CS:MSc in Computer Science,No,No
Advanced Robotics (Autumn 2022),,,,0,Autumn 2022,,,,K-CS:MSc in Computer Science,No,No
Advanced Robotics (Autumn 2023),,,,0,Autumn 2023,,,,K-CS:MSc in Computer Science,No,No
Advanced Robotics (Autumn 2024),,,,0,Autumn 2024,,,,K-CS:MSc in Computer Science,No,No
Advanced Security,You will take this course as part of the security specialization. The course will prepare you to develop software that must run reliably and securely in adversarial environments. You must have taken Security 1 and Security 2 as well as Discrete Mathematics and a programming course to be admitted to this course.,You will take this course as part of the security specialization. The course will prepare you to develop software that must run reliably and securely in adversarial environments. You must have taken Security 1 and Security 2 as well as Discrete Mathematics and a programming course to be admitted to this course.,"This is the advanced course in the Security specialization. This course will cover advanced aspects of information security that will enable you to develop software that can run securely and reliably in adversarial environments. The course includes technical and social elements. The course is organized in six modules. Cryptographic protocols. In this module you will learn about cryptographic protocols, how to design them and how to ensure that they are actually secure. Accountability. In this module we discuss how to design protocols that are not only secure, but that have the property to be able to assign blame in the case something does go wrong. Information Flow Control. In this module you learn how to prove that a program preserves the confidentiality and integrity of information. You will see tools that help programmers write information-flow secure programs, and learn the theory that makes these tools possible.Usable Security. In this module you will learn how to secure not only the software, but entire process from creation to end-user usability paying particular attention to the operational environment in which the software will be used.Code Scanning. In this module we discuss tools to identify security vulnerabilities in your software automatically. You will learn the way these tools work and how to apply them. Attack Trees. This final module is about a technique that will allow you to think about possible attack vectors of socio-technical systems and how to evaluate them. After the course, you will understand how security vulnerabilities are introduced into software and you will be able to use tools to eliminate them.",15,Autumn 2019,English,"B: Oral exam, External (7-point scale)",Carsten Schürmann,MSc in Computer Science,No,No
Advanced Security,You will take this course as part of the security specialization. The course will prepare you to develop software that must run reliably and securely in adversarial environments. You must have taken Security 1 and Security 2 as well as Discrete Mathematics and a programming course to be admitted to this course.,You will take this course as part of the security specialization. The course will prepare you to develop software that must run reliably and securely in adversarial environments. You must have taken Security 1 and Security 2 as well as Discrete Mathematics and a programming course to be admitted to this course.,"This is the advanced course in the Security specialization. This course will cover advanced aspects of information security that will enable you to develop software that can run securely and reliably in adversarial environments. The course includes technical and social elements. The course is organized in six modules. Cryptographic protocols. In this module you will learn about cryptographic protocols, how to design them and how to ensure that they are actually secure. Accountability. In this module we discuss how to design protocols that are not only secure, but that have the property to be able to assign blame in the case something does go wrong. Information Flow Control. In this module you learn how to prove that a program preserves the confidentiality and integrity of information. You will see tools that help programmers write information-flow secure programs, and learn the theory that makes these tools possible.Usable Security. In this module you will learn how to secure not only the software, but entire process from creation to end-user usability paying particular attention to the operational environment in which the software will be used.Code Scanning. In this module we discuss tools to identify security vulnerabilities in your software automatically. You will learn the way these tools work and how to apply them. Attack Trees. This final module is about a technique that will allow you to think about possible attack vectors of socio-technical systems and how to evaluate them. After the course, you will understand how security vulnerabilities are introduced into software and you will be able to use tools to eliminate them.",15,Autumn 2020,English,"B: Oral exam, External (7-point scale)",Carsten Schürmann,MSc in Computer Science,Yes,Yes
